index,YEAR,EMPLOYER_POSTAL_CODE,EMPLOYER_POSTAL_CODE_OCCURRENCE,EMPLOYER_POSTAL_CODE_OCCURRENCE_LOG,MAJOR_EMPLOYER_POSTAL_CODE_OCCURRENCE,MAJOR_EMPLOYER_POSTAL_CODE_OCCURRENCE_LOG
858,2020,32714,56,18.481880270062,3,5.77121254719662
859,2020,32746,81,20.0848501887865,11,11.4139268515823
860,2020,32751,22,14.4242268082221,1,1.0
861,2020,32814,12,11.7918124604763,2,4.01029995663981
862,2020,32816,22,14.4242268082221,2,4.01029995663981
863,2020,32817,227,24.5602585719312,11,11.4139268515823
864,2020,32826,216,24.3445375115093,16,13.0411998265592
865,2020,32901,12,11.7918124604763,1,1.0
866,2020,32905,1,1.0,1,1.0
867,2020,32955,5,7.98970004336019,2,4.01029995663981
868,2020,33025,18,13.5527250510331,4,7.02059991327962
869,2020,33131,178,23.5042000230889,3,5.77121254719662
870,2020,33134,243,24.8560627359831,41,17.1278385671974
871,2020,33136,40,17.0205999132796,3,5.77121254719662
872,2020,33166,8,10.0308998699194,1,1.0
873,2020,33172,15,12.7609125905568,1,1.0
874,2020,33199,11,11.4139268515823,1,1.0
875,2020,33309,86,20.3449845124357,2,4.01029995663981
876,2020,33311,8,10.0308998699194,1,1.0
877,2020,33313,5,7.98970004336019,2,4.01029995663981
878,2020,33315,9,10.5424250943932,2,4.01029995663981
879,2020,33322,43,17.3346845557959,10,11.0
880,2020,33408,70,19.4509804001426,12,11.7918124604763
881,2020,33431,93,20.6848294855393,12,11.7918124604763
882,2020,33432,11,11.4139268515823,1,1.0
883,2020,33441,2,4.01029995663981,1,1.0
884,2020,33477,11,11.4139268515823,4,7.02059991327962
885,2020,33487,64,19.0617997398389,3,5.77121254719662
886,2020,33556,4,7.02059991327962,2,4.01029995663981
887,2020,33578,3,5.77121254719662,3,5.77121254719662
888,2020,33602,34,16.3147891704226,1,1.0
889,2020,33605,1017,31.0732095292274,5,7.98970004336019
890,2020,33607,739,29.6864443839483,1,1.0
891,2020,33614,50,17.9897000433602,1,1.0
892,2020,33702,8,10.0308998699194,1,1.0
893,2020,33716,139,22.4301480025409,6,8.78151250383644
894,2020,33762,21,14.2221929473392,3,5.77121254719662
895,2020,33773,5,7.98970004336019,2,4.01029995663981
896,2020,33917,2,4.01029995663981,1,1.0
897,2020,34203,2,4.01029995663981,1,1.0
898,2020,34744,3,5.77121254719662,2,4.01029995663981
899,2020,34787,6,8.78151250383644,3,5.77121254719662
900,2020,34990,1,1.0,1,1.0
901,2020,35111,5,7.98970004336019,3,5.77121254719662
902,2020,35215,3,5.77121254719662,1,1.0
903,2020,35401,3,5.77121254719662,1,1.0
904,2020,35758,39,16.910646070265,10,11.0
905,2020,35806,5,7.98970004336019,1,1.0
906,2020,36105,8,10.0308998699194,1,1.0
907,2020,36526,2,4.01029995663981,1,1.0
908,2020,36603,1,1.0,1,1.0
909,2020,36615,4,7.02059991327962,1,1.0
910,2020,36801,17,13.3044892137827,2,4.01029995663981
911,2020,37015,1,1.0,1,1.0
912,2020,37066,6,8.78151250383644,1,1.0
913,2020,37067,261,25.1664050733828,6,8.78151250383644
914,2020,37090,6,8.78151250383644,1,1.0
915,2020,37201,20,14.0102999566398,1,1.0
916,2020,37210,11,11.4139268515823,3,5.77121254719662
917,2020,37214,1087,31.3622954408629,160,23.0411998265592
918,2020,37388,5,7.98970004336019,2,4.01029995663981
919,2020,37419,3,5.77121254719662,2,4.01029995663981
920,2020,37421,35,16.4406804435028,4,7.02059991327962
921,2020,37686,2,4.01029995663981,2,4.01029995663981
922,2020,37716,5,7.98970004336019,2,4.01029995663981
923,2020,37831,313,25.9554433754645,15,12.7609125905568
924,2020,37932,4,7.02059991327962,1,1.0
925,2020,37996,128,22.0720996964787,5,7.98970004336019
926,2020,38114,1,1.0,1,1.0
927,2020,38116,28,15.4715803134222,1,1.0
928,2020,38120,26,15.1497334797082,1,1.0
929,2020,38125,60,18.7815125038364,1,1.0
930,2020,39046,1,1.0,1,1.0
931,2020,39157,9,10.5424250943932,6,8.78151250383644
932,2020,39232,8,10.0308998699194,1,1.0
933,2020,40047,10,11.0,7,9.45098040014257
934,2020,40213,8,10.0308998699194,1,1.0
935,2020,40218,9,10.5424250943932,3,5.77121254719662
936,2020,40292,24,14.8021124171161,1,1.0
937,2020,40330,18,13.5527250510331,3,5.77121254719662
938,2020,40506,67,19.2607480270083,6,8.78151250383644
939,2020,40509,2,4.01029995663981,1,1.0
940,2020,40555,1,1.0,1,1.0
941,2020,41011,6,8.78151250383644,3,5.77121254719662
942,2020,41042,21,14.2221929473392,6,8.78151250383644
943,2020,41045,2,4.01029995663981,1,1.0
944,2020,41051,1,1.0,1,1.0
945,2020,41076,9,10.5424250943932,3,5.77121254719662
946,2020,42856,1,1.0,1,1.0
947,2020,43016,6,8.78151250383644,3,5.77121254719662
948,2020,43017,1412,32.4983469671578,6,8.78151250383644
